id,app_version,year,manufacturer,user_agent
8f09d89b-a151-4d2b-a304-36932ebe694c,8.2.7,2011,Twitterbeat,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.660.0 Safari/534.18"
9782adae-99dc-42a1-8f4f-16471bc08892,0.3.9,2004,Twiyo,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20"
fc1b63d2-7f86-4815-908c-a3b665901b02,0.6.6,1995,Feedbug,"Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
9d84cb77-3706-40a1-8c4c-a41c3d9f1fbd,9.0.4,2012,Fivebridge,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/25.0
ddfc8177-4a63-4923-bc8f-9b1bbcf291ef,0.6.0,2007,Edgeclub,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1"
3f101b45-0108-4a60-9e2b-b42e07738384,0.12,1997,Photobean,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/11.0.696.50"
e5c33c8f-87d8-446b-9ce5-d83794900bbd,0.8.2,2002,Gigabox,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; ar) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
93415ec8-75fb-4744-93f5-732650acfbb2,1.7.1,1993,Skippad,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.790.0 Safari/535.1"
f6369ecb-0a55-4f57-b200-0c4164977bae,0.4.6,1990,Feedspan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2_1 like Mac OS X; he-il) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
e0a77dd9-4602-4914-ba29-2123144ebb73,9.0,2006,Wikizz,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0a2) Gecko/20111101 Firefox/9.0a2
5334e88d-96e8-46ad-9845-dc51ae2bea9b,8.98,1984,Quinu,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-us) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
28aafd01-60cb-48bc-9387-ae27007cfb33,8.7,2000,Wikizz,Mozilla/6.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4
0cc20296-678c-4c6d-bd19-c5c06332f06a,0.59,2011,Tanoodle,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
567ebe5b-7d7c-4c4f-ab3e-a61f97f1dcd9,4.7.0,2002,Quimm,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
2a6116a1-c6de-4b3e-b4b3-f0501c240f87,5.41,2000,Oyondu,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36"
d785f93c-3e3c-48e2-9751-7a36df02f818,5.8.5,1992,Kwilith,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20121011 Firefox/27.0
9df60510-6576-4e0a-a4ee-ee5727259e64,4.0,2008,Demizz,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/22.0.1207.1 Safari/537.1"
6bf27c86-5e5d-4052-84ce-491b7fbf1c70,0.1.0,1989,Fanoodle,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
f2dfb110-fa2c-42ce-8879-44104e248a0e,0.2.4,2010,Wikizz,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
6d9c2150-eeb6-4a47-b0e2-7d0e84495041,0.5.1,2005,Mynte,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
6dbba3df-448b-4f81-99bd-be5e4cb5657d,0.3.9,2007,Flashset,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.669.0 Safari/534.20"
bdc05aa8-c764-419a-8143-cdc4909c376e,0.50,1995,Edgeclub,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
51a56a68-adb0-4751-b631-8abd108e58ec,0.8.4,1993,Yadel,"Mozilla/5.0 (X11; U; Linux armv7l; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
5c767271-eb87-4135-8b63-c6783a7cf4e6,0.61,2011,Brainverse,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
c16df127-49fb-4ba2-aca0-8bb3ee207a53,0.26,2004,Pixoboo,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
3becf20a-65e6-42e0-aa70-15db6d46c28e,3.1.0,1993,Miboo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.107 Safari/535.1"
69a58f51-02aa-4431-aab6-6ff7b29b1843,1.6,1992,Kwimbee,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
6ebb07b0-c466-4e32-8f8d-4974d83fa881,8.01,2012,Rhybox,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21"
581fa18a-36c8-4ec7-8bea-6e41b1ec822b,0.67,2004,Oloo,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
c9448f53-e467-45ff-b46e-769640175a22,0.58,1960,Photospace,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36"
db4049a6-25b6-4dae-84ce-6a1722d534ae,1.2.1,1995,Demimbu,"Mozilla/5.0 (X11; CrOS i686 13.587.48) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.43 Safari/535.1"
ec734d2a-69a2-48fd-9ea3-88cdc56c71fa,0.15,2002,Jabbersphere,"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+"
55114237-3cb4-4e83-91ce-f2c1f9828838,0.5.0,1988,Izio,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130331 Firefox/21.0
a4036526-628d-4617-82ba-ecffee1753e7,0.5.2,1995,Skidoo,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.6 (KHTML, like Gecko) Chrome/16.0.897.0 Safari/535.6"
204acf6a-3449-4cb5-b44d-f2dc5bb1b055,5.01,2007,Kwinu,Mozilla/5.0 (Windows NT 6.1; rv:6.0) Gecko/20100101 Firefox/19.0
c9aef250-89f9-4cce-8983-91f7f5f4f937,6.0,1995,Kare,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.32 Safari/535.1"
e97645a4-f239-46f1-b39f-54c7863171a2,8.5.2,2010,Rhynyx,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.186 Safari/535.1"
0e4ae691-9329-4e6d-a8b0-8c896e6591b4,9.7.7,2010,Wikizz,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:25.0) Gecko/20100101 Firefox/25.0
56795a64-9572-4cf0-8915-e626d5446591,0.4.1,1994,Riffpath,Mozilla/5.0 (Windows NT 6.1; de;rv:12.0) Gecko/20120403211507 Firefox/12.0
be752914-c4bf-4ef1-8770-79920866ad49,1.17,2010,Divanoodle,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1667.0 Safari/537.36"
47798831-c7d1-4aa1-8743-4bea68c8df27,9.70,2008,Vitz,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.724.100 Safari/534.30"
af410752-25e3-4b5c-b1e8-3e5be88aa093,9.84,2010,Janyx,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
824b419b-18f1-48c6-aaf2-d55a95eaebf1,9.40,2003,Quaxo,"Mozilla/5.0 (Windows NT 7.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
1f2e2727-1c3d-4cee-a38b-abe2dab2a1de,6.20,2003,Voonder,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.794.0 Safari/535.1"
7d32ea08-6d1a-426e-b5ff-6e45e53cf882,1.4.1,2008,Youspan,"Mozilla/5.0 (X11; CrOS i686 12.433.109) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.93 Safari/534.30"
a0e92a64-3a79-42c9-b1d3-7f8e28216e57,0.32,2002,Babbleset,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.652.0 Safari/534.17"
f6f874e2-9786-4e84-9e8a-fa433c7b5a54,3.9,2007,Mydeo,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11"
93e152f1-38b6-4746-b887-589f9ef3c068,5.92,2009,Realbuzz,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/ 20120405 Firefox/14.0.1
a53ac2c9-a3e1-4d9a-b5b0-7d5c1c3decb2,0.1.3,2006,Yakitri,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-cn) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
83a8fc86-f38c-42f4-89e6-f3b1dc61f9f4,8.5.3,1992,Roodel,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
bbcf761a-846d-49a3-9f54-b8267d46a874,1.85,1996,Eabox,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
293ae3bc-41f9-4b9c-b362-df84e84971b2,2.26,1993,Twimbo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.47 Safari/537.36"
a0a5dd59-a12f-4c8d-89a3-5e4b039b3ecf,7.50,1967,Thoughtmix,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ko-kr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
f4c55054-f48c-4ab4-9f35-bb31bea41a53,7.3.7,2012,Eire,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
65470e0f-f896-47db-825c-289f1aaa3cb9,1.8,2005,Skyndu,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.517 Safari/537.36"
9b81823f-d0b6-4334-98f8-27b49732ed12,2.1.6,1992,Dynabox,"Mozilla/5.0 (Windows NT) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20"
f92be133-6674-40d7-8d8d-a946aa4aefd8,5.9.3,1995,Photojam,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1
99d4006b-75f1-4e9f-b86e-a3a47f711bbd,4.6,1994,Browsedrive,"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
5900e31a-44e9-486a-8f63-7a71994bad04,0.92,1993,Oyonder,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24"
e2b71a79-d609-447a-98c6-02fa06df3d92,0.76,2000,Skiba,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1866.237 Safari/537.36"
07c2a288-0c6f-4aff-8e15-eac581ceacd9,6.4,2000,Izio,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; de-de) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
ce97bd61-c444-4545-a553-ce5bb4096082,0.51,1996,Avaveo,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
0d6dbd2f-31d9-4ee4-b0cf-baf7a5a9f68a,7.25,1994,Twimm,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36"
4856b274-bd1b-4c28-9f92-19fbf2877492,0.8.7,2006,Browseblab,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0
b087fc7f-4dcf-4bf1-975f-53e8219c76a0,8.14,1991,Photospace,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
c8222bad-94c7-4a14-95ec-bf5014ba4c97,0.6.4,1996,Aimbo,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0
fa7a6dd8-d7b1-41bb-a53c-6459fd414775,0.63,2004,Thoughtmix,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
fc0fcc40-2f54-4651-99f5-0b6683ac6be2,3.5,2004,Kwideo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36"
1a0754a7-2127-4124-b601-4765e07a57b1,0.1.9,2005,Miboo,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5"
7c1cacc1-ea81-427f-b2b2-a6507ea80faa,7.5,1992,Dynazzy,Mozilla/5.0 (Windows NT 6.1; rv:27.3) Gecko/20130101 Firefox/27.3
99f3f667-0f3f-4271-abe5-dadb3ed4506d,0.66,2007,Photobug,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
0afc8b26-9bbe-491b-8c8b-8fd162c5b8fc,4.4.8,2011,Rhynyx,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36"
4a8dc681-8ad8-49e7-b903-8985e0485f7a,0.64,2001,Trilia,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/ 20120405 Firefox/14.0.1
1a9cab96-69aa-4d9e-9013-23a18c27177d,6.1.0,2004,Wordtune,"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+"
c8cc896a-dd7d-4229-ae3c-3271e849f045,3.5,1998,Innotype,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/12.0.742.91"
6bb785c5-0eea-4577-9fc2-25c6685f4d81,0.25,2006,Fivechat,"Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
e656f3e3-7e8f-4e85-9e61-fb6c0f2998ef,3.9.3,2012,Voonder,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0
a62efb26-1c38-4380-84cb-9ea64d1669c2,4.1.3,1973,Skiba,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2"
d2902007-bb9d-4fde-b580-115d5aec034d,7.6.5,2003,Abatz,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0
4e189d01-4ec9-4e29-8af8-6dc93b0bcd53,8.6.3,1992,Oyoyo,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/535.2"
6814d28c-27c3-4f0f-8fcd-e814b3df6c3e,2.9,2000,Brainverse,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
8adafabb-d6eb-4d41-bcaf-fc63e42fc6cc,0.76,2001,Mydo,Mozilla/5.0 (Windows NT 5.0; rv:21.0) Gecko/20100101 Firefox/21.0
259fd9d2-cb99-47c9-9e2f-7088ac4f6448,0.2.5,2004,Yacero,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
ffa28ba6-6352-4bfb-b604-4bb6fd163b64,0.12,1993,Meejo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.12 Safari/534.24"
1a83bd27-4d99-4c3b-b370-a01079d9c2cd,1.56,2010,Yakijo,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.220 Safari/535.1"
ea44d850-7c5d-4211-b8c0-8f777e40e71f,0.21,2009,Thoughtstorm,"Mozilla/4.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/11.0.1245.0 Safari/537.36"
37adc6b2-9f7b-48c2-bbc7-ec57994b0e9f,0.21,2009,Wikido,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0
750a8d99-7b4a-4523-96d6-cb8f8a1363db,0.88,1987,Jabberbean,"Chrome/15.0.860.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/15.0.860.0"
853374ed-a3ef-4216-a1d9-f52214bbc127,1.69,2001,Tagcat,"Mozilla/5.0 (X11; CrOS i686 12.0.742.91) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.93 Safari/534.30"
f027222b-a8a9-41c5-88fd-737c35e62acc,0.75,1985,Avamm,Mozilla/5.0 (X11; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0
2f536d5a-fb7f-4133-8d29-17b4f2017f5f,4.72,2001,Gabcube,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
16051cdb-d1a4-4f6b-a4d1-9e971c21971f,3.76,2001,Skyba,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
05e56f72-ebd5-45b6-9168-5e42cfbe922e,9.0.6,2007,Edgepulse,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1
220b7c9e-4862-4f34-91f7-514c4a77aeff,4.9.9,2006,Vidoo,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.142 Chrome/18.0.1025.142 Safari/535.19"
e551d1b5-8817-4389-98cf-15869b667041,5.1,2009,Skinder,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.706.0 Safari/534.25"
893539f3-b958-4f6f-a742-26133cd881b7,0.6.1,1989,Linklinks,Mozilla/5.0 (Windows NT 6.2; Win64; x64;) Gecko/20100101 Firefox/20.0
2df1cf78-a886-42bf-b7e2-d3b5179ec66d,0.60,1995,Skiba,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
ff568ddf-77bb-4f0c-a42a-63d4f26b3690,3.41,2012,Rhycero,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.0 Chrome/11.0.696.0 Safari/534.24"
2327932d-cd92-46df-b0a9-31fbc4dbea8d,0.4.5,2001,Skyble,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
2572500a-87d2-45f6-ab0a-614c36c24e40,0.8.4,2009,Meejo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
1d2e2257-d9f8-4996-944d-ddc6794c89fb,9.76,1992,Zoozzy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2"
3fb63bb4-c41f-4d97-b683-d1d40d540dec,3.0,1987,Wordify,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130401 Firefox/21.0
749bbd81-e84f-4557-b1dc-989be1e3c33b,0.5.7,2000,Meemm,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36 Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.10"
dc61f1e5-e009-4ff9-b225-03652cf3d1a1,0.2.8,2000,Thoughtmix,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1"
d8077a6e-8c41-468b-88ee-728657deb40f,9.9,1999,Devcast,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
7698bd0a-4a08-4f8a-b588-38c86c58164a,3.7.0,2000,Jayo,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
04c93c9c-fd07-4635-8855-59ae8c4c6a60,0.3.9,1996,Ainyx,"Chrome/15.0.860.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/15.0.860.0"
3b1984bc-0ca5-472f-a3fb-60d90d5cdc5f,0.3.1,2012,Youspan,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.682.0 Safari/534.21"
5f855525-9329-47c3-a9ce-380375371f18,9.9.2,1993,Jabberbean,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
6f4a6cd3-0d28-43d3-9a9c-53e6d186659e,5.7.9,2009,Wikido,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
3412b93e-ea88-4f22-9609-7c3fd708d505,0.91,1988,Voolith,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1c6a2382-7668-4ef3-9079-70e213dd9f2b,0.9.5,1996,Quimm,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/ 20120405 Firefox/14.0.1
2416fcd6-7e60-44c9-840c-54abfdb80129,8.9,2012,Skippad,Mozilla/5.0 (Windows NT 5.1; rv:8.0; en_us) Gecko/20100101 Firefox/8.0
6143e001-dcdb-4262-be71-24457608bcd6,0.4.4,2000,Riffpath,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.12 Safari/534.24"
99fba186-1e3a-433c-8d4b-78def4b0f938,0.4.3,1988,Divanoodle,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.10 Chromium/14.0.808.0 Chrome/14.0.808.0 Safari/535.1"
d6a292ee-609d-4af0-9034-d7fcf4a44d5c,0.9.3,2003,Zooxo,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
41319a26-4611-4e0a-b7dc-15712d80e04a,6.1,1993,Yodo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
b2d01be3-b58e-49e9-ad67-7baa7c354e81,0.66,2000,Wikido,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
ac0a7b4b-d704-42fa-906b-a4e579e179fe,4.0,1986,Thoughtstorm,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16"
41eb728e-a706-4874-b8ea-c79f1373d8a4,0.8.5,2000,Yoveo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7"
66d5fcc0-85a9-45db-ba90-fca7e378cbdb,4.6,2012,Lajo,Mozilla/5.0 (Windows NT 5.1; rv:8.0; en_us) Gecko/20100101 Firefox/8.0
bf81de7e-5b10-45d0-a107-4a3cb3fd16e4,9.30,2001,Mynte,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC-P715a; en-ca) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
f905626c-0106-46bc-a0aa-0f8f77cfea53,2.8,1989,Linktype,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:6.0a2) Gecko/20110613 Firefox/6.0a2
